Artist,Release Title,Year,ID,Format,Resource URL,Stats,Thumb
Larry Levan,Larry Levan's Paradise Garage,2005,10930067,"2, x, 1, 2, "", ,,  , C, o, m, p, ,,  , L, t, d, ,,  , R, E, ,,  , R, P",https://api.discogs.com/releases/10930067,"{'community': {'in_wantlist': 250, 'in_collection': 71}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/jvkBfL9DgoYrwMNHg9Wb1jbA_4KmLgC69fTK1lgyyMc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwOTMw/MDY3LTE1MDY3MDcx/NTYtMTkwOC5qcGVn.jpeg
Larry Levan,Larry Levan's Paradise Garage,1996,10930225,"2, x, 1, 2, "", ,,  , C, o, m, p, ,,  , M, P, ,,  , B, l, a",https://api.discogs.com/releases/10930225,"{'community': {'in_wantlist': 204, 'in_collection': 21}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/R9ZZjeOfk2CQfRDBjcCTKXo_8Otz3qPt9cSlHkYpjDo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwOTMw/MjI1LTE1MDY3MDg1/MTktMzgyNi5qcGVn.jpeg
Larry Levan,Larry Levan's Paradise Garage,2023,26815418,"2, x, 1, 2, "", ,,  , R, S, D, ,,  , C, o, m, p, ,,  , R, E, ,,  , R, e, d",https://api.discogs.com/releases/26815418,"{'community': {'in_wantlist': 165, 'in_collection': 259}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/zPHMpTtWLnSMhn6sInf6cvaX6M3wzMIiP27YWURj0v8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2ODE1/NDE4LTE2ODE5Mzg1/MjUtMTk2Ny5qcGVn.jpeg
Larry Levan,Larry Levan's Paradise Garage,1996,235850,"C, D, ,,  , C, o, m, p, ,,  , R, M",https://api.discogs.com/releases/235850,"{'community': {'in_wantlist': 173, 'in_collection': 138}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/8qYQDNrN-y4CMHcnXbaLR40hEXGgiBCqXWMugz0RmGo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzNTg1/MC0xMjM0MDk4NzEx/LmpwZWc.jpeg
Larry Levan,Larry Levan's Paradise Garage,1996,2972766,"C, D, ,,  , C, o, m, p, ,,  , R, M",https://api.discogs.com/releases/2972766,"{'community': {'in_wantlist': 129, 'in_collection': 42}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/15ZAQS5DwH4bzWvWoiBFcj6c07Vf1fL7LeMa9p0PurU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NzI3/NjYtMTMwOTg1NzA0/Ni5qcGVn.jpeg
Various,Disco Boogie Vol. 1,2002,106182,"2, x, L, P, ,,  , R, E",https://api.discogs.com/releases/106182,"{'community': {'in_wantlist': 110, 'in_collection': 63}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/oWHg6lQ0d6XSV1C_DDJZ9qG9QAWSqAwc3hu5mI3WZi4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjE4/Mi0xMjQxODAzNTA1/LmpwZWc.jpeg
Various,Disco Boogie Vol. 2,2002,106205,"2, x, L, P, ,,  , C, o, m, p, ,,  , M, i, x, e, d, ,,  , R, E",https://api.discogs.com/releases/106205,"{'community': {'in_wantlist': 67, 'in_collection': 75}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/YBo-lwgEB9fvbYMXV6vO-OczM2J_MmH9hrngNdZfECc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjIw/NS0xMzYzNjQwNzkz/LTMxNjguanBlZw.jpeg
Bunny Sigler,Let Me Party With You,1996,3128943,"C, D, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/3128943,"{'community': {'in_wantlist': 26, 'in_collection': 16}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/6dsch149YTojc9emw48Mh1E3gbmVsIh_lPhfLLdI6qc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxMjg5/NDMtMTQzMDAzOTM2/My05ODc0LmpwZWc.jpeg
Bunny Sigler,Let Me Party With You,1996,24382679,"C, D, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/24382679,"{'community': {'in_wantlist': 11, 'in_collection': 2}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/L6Z0emdZ-rn27fE5WwS4UN1DBnb6mQ8BBSHJd4JY6oU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0Mzgy/Njc5LTE2NjIwNTY1/NTYtNzg1MS5qcGVn.jpeg
Cameron*,Cameron,1996,15686670,"C, D, ,,  , A, l, b, u, m, ,,  , R, M",https://api.discogs.com/releases/15686670,"{'community': {'in_wantlist': 12, 'in_collection': 7}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/VbH2vJH3Jb0JMIlDbelnh7uuXUr4wfHcNpVcqvOzatM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1Njg2/NjcwLTE1OTU5MDg5/MTQtODk4NS5qcGVn.jpeg
Inner Life,Inner Life,0,260011,"C, D, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/260011,"{'community': {'in_wantlist': 149, 'in_collection': 54}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Omc-2lT1v1Je52hOsFQq_ea3EIG_As5JPmyOyU6myE0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MDAx/MS0xNDgyODExODEw/LTgyOTguanBlZw.jpeg
Inner Life,Inner Life,1996,32286729,"C, D, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/32286729,"{'community': {'in_wantlist': 1, 'in_collection': 1}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Joe Bataan,Joe Bataan II,1996,2761169,"C, D, ,,  , A, l, b, u, m",https://api.discogs.com/releases/2761169,"{'community': {'in_wantlist': 29, 'in_collection': 24}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Nwt-eKlNjssagcIH7e9UOFKFKXTWz472ytom34G3pLU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NjEx/NjktMTI5OTg0ODUy/NC5qcGVn.jpeg
Grandmaster Flash,Salsoul Jam 2000,1997,424328,"2, x, L, P, ,,  , M, i, x, e, d",https://api.discogs.com/releases/424328,"{'community': {'in_wantlist': 106, 'in_collection': 76}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/960yEfaNvZFTg4OI8HYvJqt-s2AJuW-usI6iNWdGDfs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyNDMy/OC0xMTMzMzYxMDcw/LmpwZWc.jpeg
Grandmaster Flash,Salsoul Jam 2000,1997,6322310,"2, x, L, P, ,,  , M, i, x, e, d",https://api.discogs.com/releases/6322310,"{'community': {'in_wantlist': 38, 'in_collection': 106}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/XoqeRioDjHTWE3uKto-Up_zPWjvCdkcxnYsmVhHS7Eo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzMjIz/MTAtMTQ1NDM2NDM3/MC04ODA5LmpwZWc.jpeg
Grandmaster Flash,Salsoul Jam 2000 (Dance Your Ass Off),1997,1611408,"C, D, ,,  , M, i, x, e, d",https://api.discogs.com/releases/1611408,"{'community': {'in_wantlist': 27, 'in_collection': 57}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/RbQDCDy6tV1Bb01X9u51EFXmlwWwx2vKniLjNwtgQGw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MTE0/MDgtMTIzMjA2Nzky/MS5qcGVn.jpeg
Grandmaster Flash,Salsoul Jam 2000 - Dance Your Ass Off,1997,12439350,"C, a, s, s, ,,  , M, i, x, e, d",https://api.discogs.com/releases/12439350,"{'community': {'in_wantlist': 7, 'in_collection': 3}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/K3WvOYci4uH9JkvwAAuAjHNCdv9kLO_3dbsEHz01MEE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDM5/MzUwLTE1MzUzMDk1/MDEtNzUyNi5qcGVn.jpeg
Grandmaster Flash,Runaway Salsoul Jam 2000,0,19426474,"1, 2, "", ,,  , S, i, n, g, l, e",https://api.discogs.com/releases/19426474,"{'community': {'in_wantlist': 5, 'in_collection': 3}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/YpKZB4BaSWKILkaEUVySN3nfft_sROjea5NS5uyrtP8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5NDI2/NDc0LTE2MjU3ODU3/NTEtMTgwMS5qcGVn.jpeg
Larry Levan,Larry Levan's Paradise Garage,1998,2702572,"C, D, ,,  , C, o, m, p, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/2702572,"{'community': {'in_wantlist': 143, 'in_collection': 62}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/5TSKreqdXtDLWIhVE2h-esdWcodMKLz6Rq9xguIO7eY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MDI1/NzItMTQ0OTA2ODcz/My03NDg0LmpwZWc.jpeg
Grandmaster Flash,Salsoul Jam 2000 - Dance Your Ass Off,1998,214357,"C, D, ,,  , M, i, x, e, d",https://api.discogs.com/releases/214357,"{'community': {'in_wantlist': 31, 'in_collection': 47}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/6ZFHyn39HI5VI0FuMr89dF07YzvcH-wDU6h9hW_CiU8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNDM1/Ny0xMzc5MzIxNTY5/LTUwMTkuanBlZw.jpeg
Dimitri From Paris,My Salsoul (Disco Classics),2002,120032,"2, x, L, P, ,,  , M, i, x, e, d",https://api.discogs.com/releases/120032,"{'community': {'in_wantlist': 316, 'in_collection': 231}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/IrWZ2gn0Cka7RYq-yuANKoa1UnPBJkMdsAyYi2vIjF0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMDAz/Mi0xNzI2NjU0NzQ0/LTM0NDMuanBlZw.jpeg
Dimitri From Paris,My Salsoul (Disco Classics),2002,232086,"C, D, ,,  , M, i, x, e, d",https://api.discogs.com/releases/232086,"{'community': {'in_wantlist': 84, 'in_collection': 134}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/28t3WTxdte59LkfSAYaDxixPDmh42H2U2DCjFa0UR94/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjA4/Ni0xMzc4NzY0OTM5/LTkxNjguanBlZw.jpeg
Various,Disco Boogie - Volume One And Two,2002,1313487,"2, x, C, D, ,,  , M, i, x, e, d, ,,  , R, M",https://api.discogs.com/releases/1313487,"{'community': {'in_wantlist': 41, 'in_collection': 35}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/PHKVTJRz3vAlzvx50lmLI8UWIc9-wbG7YhYic_XKGn0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMTM0/ODctMTQ0OTA3NTg5/NC02NDU3LmpwZWc.jpeg
Paul Simpson,Club Salsoul - In The Mix,2006,816149,"C, D, ,,  , M, i, x, e, d",https://api.discogs.com/releases/816149,"{'community': {'in_wantlist': 32, 'in_collection': 20}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/WlB8eQlDlA43ggf84o2ZzVW7d6SefiAqW3tJFEbvLpE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgxNjE0/OS0xMTYxNzg0MjIw/LmpwZWc.jpeg
Various,Excellence In Hip-Hop,1999,30850824,"C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/30850824,"{'community': {'in_wantlist': 7, 'in_collection': 2}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/3SJqEGbYx3ClTIqrg5abDso_s_yUE_BndlRrqR8alzI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwODUw/ODI0LTE3MTczMzQw/MzQtNjAwNC5qcGVn.jpeg
Various,"12"" Gold Master Series - Volume One",1994,686357,"2, x, L, P, ,,  , C, o, m, p, ,,  , G, a, t",https://api.discogs.com/releases/686357,"{'community': {'in_wantlist': 219, 'in_collection': 140}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/VazRtkAJT6fuwbE11-weAUeZuoYXBKEASgmEH3AkzYs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY4NjM1/Ny0xMjU3NjAyMTY5/LmpwZWc.jpeg
Various,"12"" Gold Master Series - Volume One",0,6167614,"2, x, L, P, ,,  , C, o, m, p, ,,  , R, E, ,,  , R, P",https://api.discogs.com/releases/6167614,"{'community': {'in_wantlist': 75, 'in_collection': 31}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Scjl5v_3CqVWboWp5kRh2s538lD2TBSc75B6fh3kpJk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYxNjc2/MTQtMTQxMjc1OTk5/MS0yOTYyLmpwZWc.jpeg
Various,"12"" Gold Master Series - Volume One",1994,18368503,"2, x, L, P, ,,  , C, o, m, p, ,,  , T, P, ,,  , G, a, t",https://api.discogs.com/releases/18368503,"{'community': {'in_wantlist': 17, 'in_collection': 1}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Various,"12"" Gold Master Series - Volume One",1994,231175,"C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/231175,"{'community': {'in_wantlist': 86, 'in_collection': 132}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/bQoNVfaxoDyIQxM3LTpEiDchrp5R8fzRm38G1U6UnDI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMTE3/NS0xMjk3MTUxNTI0/LmpwZWc.jpeg
Various,"12"" Gold Master Series - Volume One",1994,5218505,"C, a, s, s, ,,  , C, o, m, p",https://api.discogs.com/releases/5218505,"{'community': {'in_wantlist': 20, 'in_collection': 0}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Fr6ds1QPJSY3N_8LHuHhk9cD9I-EEyBTTQy74jndH08/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyMTg1/MDUtMTUzMDIwMzM4/NC01MDE3LmpwZWc.jpeg
Various,"12"" Gold Master Series - Volume Two",1995,232082,"C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/232082,"{'community': {'in_wantlist': 60, 'in_collection': 97}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/30EEuQW-Th-6eJSqb0JILcRMQ55OAg_EoySHkPurOcc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjA4/Mi0xMjUwODMyOTQ2/LmpwZWc.jpeg
Various,"12"" Gold Master Series - Volume Three",1995,232084,"C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/232084,"{'community': {'in_wantlist': 54, 'in_collection': 88}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/-NsuUaKQq_QPWAn1vilnolhNNJHUIJOAfHDrr02NFbc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMjA4/NC0xMjQ5NzMzODIy/LmpwZWc.jpeg
The Salsoul Orchestra,Anthology,1994,869391,"B, o, x,  , +,  , 4, x, L, P, ,,  , C, o, m, p",https://api.discogs.com/releases/869391,"{'community': {'in_wantlist': 149, 'in_collection': 116}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/1VGbQcl_UrTUZxutLQIfcHWQ85FuEFHeCYLK_IRcLiI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2OTM5/MS0xNTg3MzgzMTE5/LTg4MDUuanBlZw.jpeg
The Salsoul Orchestra,Anthology,1994,9762605,"B, o, x,  , +,  , 4, x, L, P, ,,  , C, o, m, p, ,,  , W, /, L, b, l",https://api.discogs.com/releases/9762605,"{'community': {'in_wantlist': 17, 'in_collection': 0}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
The Salsoul Orchestra,Anthology,1994,413855,"2, x, C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/413855,"{'community': {'in_wantlist': 28, 'in_collection': 86}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ZrkolGhyKMBO-IIIzC8MM_Y1wc2Raj0hSpEnAmBDgH4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMzg1/NS0xMTU5NTQ3NjE4/LmpwZWc.jpeg
The Salsoul Orchestra,Anthology Volume 2,1992,5218470,"C, a, s, s, ,,  , C, o, m, p",https://api.discogs.com/releases/5218470,"{'community': {'in_wantlist': 3, 'in_collection': 2}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
Various,The Original Salsoul Classics 2 Volumes Three & Four,1995,637605,"2, x, C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/637605,"{'community': {'in_wantlist': 25, 'in_collection': 80}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/ZYZXyoPlnLy6eiH78X1N64EMzRLqvDrR3l_ALuiRab8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzNzYw/NS0xNDE1Mjg4MzIy/LTI4NzEuanBlZw.jpeg
Various,The Original Salsoul Classics 2 Volumes Three & Four,1995,16992123,"2, x, C, D, ,,  , C, o, m, p",https://api.discogs.com/releases/16992123,"{'community': {'in_wantlist': 3, 'in_collection': 5}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/vHSbCMn6NgaMkaMIooSZnI5zbGC7RPzqebz-69kZ2PU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2OTky/MTIzLTE2MTEwMDI3/NzktODY2My5qcGVn.jpeg
Aurra,Anthology - Volumes 1&2,2002,1075585,"2, x, C, D, ,,  , C, o, m, p, ,,  , R, M",https://api.discogs.com/releases/1075585,"{'community': {'in_wantlist': 24, 'in_collection': 62}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/hnm3ID2aoTAW-X-a_9RZOttfXo-DAjgPm5HPIDWC4yQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNzU1/ODUtMTE5MDIzNzgx/NS5qcGVn.jpeg
First Choice,Greatest Hits,1998,4664432,"2, x, C, D, ,,  , C, o, m, p, ,,  , R, E",https://api.discogs.com/releases/4664432,"{'community': {'in_wantlist': 12, 'in_collection': 16}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/-4BlkI2wgTcg5ZZXKHKNZf2cmM9aJIZ4iN-C2UYR-P0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2NjQ0/MzItMTM3MTY3NTg4/MS0zNTcyLmpwZWc.jpeg
The Salsoul Orchestra,Christmas Jollies,1993,1798651,"2, x, L, P, ,,  , A, l, b, u, m, ,,  , R, E, ,,  , R, M",https://api.discogs.com/releases/1798651,"{'community': {'in_wantlist': 52, 'in_collection': 51}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/P2h8My5DPjQ-UFhmezAPtmVqbWgtQjrpVIkWeSZLpiQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3OTg2/NTEtMTI1MDE0Mzgz/Mi5qcGVn.jpeg
First Choice,Double Cross (DJ Tools),2001,108495,"1, 2, """,https://api.discogs.com/releases/108495,"{'community': {'in_wantlist': 217, 'in_collection': 153}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/Mc-XkKpEVTkcNnfmh8BZ8KJSORpjOjDDKduq5SbPaI0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwODQ5/NS0xNjA5NDIyOTY1/LTIzMDUuanBlZw.jpeg
Loleatta Holloway,Hit And Run (DJ Tools),2001,80288,"1, 2, """,https://api.discogs.com/releases/80288,"{'community': {'in_wantlist': 350, 'in_collection': 147}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/MXfVavSpqUdP8ZbPu3Dzw6_A2e0CK9Ot_ubnARsshGg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgwMjg4/LTAwMS5qcGc.jpeg
Loleatta Holloway,We're Getting Stronger (DJ Tools),2001,24889,"1, 2, """,https://api.discogs.com/releases/24889,"{'community': {'in_wantlist': 231, 'in_collection': 161}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/zXJKcUZAjYJNOD1iuJ3cUgYDYtBW-suy7TniOIUZM9I/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0ODg5/LTE0MDMwMDM4NzUt/Njg1MC5qcGVn.jpeg
Double Exposure,My Love Is Free (DJ Tools),2001,203564,"1, 2, """,https://api.discogs.com/releases/203564,"{'community': {'in_wantlist': 360, 'in_collection': 189}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/LCdHEzpF8CQZeMsXeI3Q8K3dxYi7LjIEf9MIeEyV8qU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwMzU2/NC0xNDg3MTkyODg1/LTk4NDUuanBlZw.jpeg
Double Exposure,Everyman (DJ Tools),2001,325530,"1, 2, """,https://api.discogs.com/releases/325530,"{'community': {'in_wantlist': 353, 'in_collection': 190}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/oSXylHD6rbtHJDIMBFT_QsBlkBcLIT475Fj-6vEonHc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyNTUz/MC0xMzI5MDc5MTE4/LmpwZWc.jpeg
First Choice,Love Thang (DJ Tools),2001,130405,"1, 2, """,https://api.discogs.com/releases/130405,"{'community': {'in_wantlist': 444, 'in_collection': 171}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/QsEEAaPqMvoi_0FjO6v4QFRq0olyelrk6aLUGRMr_E0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMDQw/NS0xNjIyMTQwNjYz/LTc4NjUuanBlZw.jpeg
Double Exposure,Ten Percent (DJ Tools),2002,99234,"1, 2, """,https://api.discogs.com/releases/99234,"{'community': {'in_wantlist': 222, 'in_collection': 126}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/1t2dHZ3fPQuvHHTaOU3Qa81_tYLMjBo3UjhwhSZfQyU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk5MjM0/LTEyNDgyMTI1Mjcu/anBlZw.jpeg
Candido,Jingo (DJ Tools),2001,80278,"1, 2, """,https://api.discogs.com/releases/80278,"{'community': {'in_wantlist': 394, 'in_collection': 218}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/K0TsVuyD-ayQCciSOwEGObijdnbHAtFoxFbbIYbPMIU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgwMjc4/LTAwMS5qcGc.jpeg
Bunny Sigler,By The Way You Dance (DJ Tools),2001,536761,"1, 2, """,https://api.discogs.com/releases/536761,"{'community': {'in_wantlist': 271, 'in_collection': 81}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/gUnjNuivKjHengCM-noqltMWCUZ7Tt34fD7g2MjTOI8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUzNjc2/MS0xNjM5NzU3NjQx/LTQwNjIuanBlZw.jpeg
Bunny Sigler,By The Way You Dance (DJ Tools),2001,2603574,"1, 2, "", ,,  , T, P",https://api.discogs.com/releases/2603574,"{'community': {'in_wantlist': 112, 'in_collection': 0}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",
